id,nombre,ciudad,distrito,nro_salas
2120,Cine Colom y asociados S.L.,Barcelona,Ville,10
2121,Cine Supermercados Seco S.L.,Barcelona,Ville,12
2122,Cine Finanzas Española S.A.,Vizcaya,Ville,7
2123,Cine Suministros Nevado S.A.,Huelva,Ville,12
2124,Cine Logística Arellano y asociados S.L.,Guadalajara,Ville,11
2125,Cine Hnos Narváez S.A.,Almería,Ville,12
2126,Cine Manufacturas Múgica & Asociados S.L.,Álava,Ville,12
2127,Cine Ribes y Moya S.Coop.,Lleida,Ville,12
2128,Cine Banco Soriano S.L.L.,Burgos,Ville,12
2129,Cine Grupo Blasco S.Coop.,La Coruña,Ville,7
2130,Cine Adora Quintero Guijarro S.Coop.,Guipúzcoa,Ville,11
2131,Cine Jonatan Calleja Milla S.Coop.,Guadalajara,Ville,10
2132,Cine Quesada & Asociados S.A.,Sevilla,Ville,7
2133,Cine Hermanos Cuéllar S.L.N.E,Cuenca,Ville,6
2134,Cine Varela y Alemany S.Coop.,Toledo,Ville,9
2135,Cine Encarnacion Juliá Hurtado S.L.U.,Albacete,Ville,11
2136,Cine Banco Integrales S.L.N.E,Cuenca,Ville,12
2137,Cine Talleres Pérez S.A.,Valladolid,Ville,9
2138,Cine Familia Anguita S.L.,Ciudad,Ville,8
2139,Cine Fábrica OGEW S.C.P,Segovia,Ville,9
2140,Cine Logística del Sur S.Com.,Zamora,Ville,12
2141,Cine Cuevas y Gomez S.Coop.,Alicante,Ville,7
2142,Cine Grupo Núñez S.Com.,Huesca,Ville,11
2143,Cine Carrera y Carnero S.Coop.,La Coruña,Ville,10
2144,Cine Grupo Garmendia S.Coop.,Lleida,Ville,6
2145,Cine Bernardita Zabala Escribano S.L.N.E,Cantabria,Ville,6
2146,Cine Comercializadora del Mediterráneo S.Com.,Granada,Ville,7
2147,Cine Español y Salgado S.L.,Tarragona,Ville,12
2148,Cine Porras y Cárdenas S.A.,Alicante,Ville,7
2149,Cine Niño y Castillo S.A.,Huelva,Ville,6
2150,Cine Mur y Rivas S.L.,Cantabria,Ville,12
2151,Cine Nicolás y Adán S.L.N.E,Huelva,Ville,7
2152,Cine Manuelita Cisneros Arce S.A.,Ávila,Ville,8
2153,Cine Farmaceútica BPE S.A.,Burgos,Ville,12
2154,Cine Inversiones Amador S.C.P,Guadalajara,Ville,7
2155,Cine Soluciones Globales S.Com.,Alicante,Ville,10
2156,Cine Gascón y Moll S.L.,Cádiz,Ville,6
2157,Cine Hnos Duran S.L.,Badajoz,Ville,10
2158,Cine Garriga & Asociados S.A.,Barcelona,Ville,11
2159,Cine Tecnologías Armas y asociados S.L.,Cáceres,Ville,8
2160,Cine Hermanos Sanchez S.A.D,Vizcaya,Ville,8
2161,Cine Soler & Asociados S.L.N.E,Albacete,Ville,6
2162,Cine Manufacturas CQMZ S.L.N.E,Asturias,Ville,8
2163,Cine Soluciones Perales S.A.,Soria,Ville,6
2164,Cine Despacho Ibérica S.Com.,Madrid,Ville,10
2165,Cine Manufacturas Marquez & Asociados S.A.,Cáceres,Ville,11
2166,Cine Diez y asociados S.Com.,Murcia,Ville,8
2167,Cine Fábrica Villena y asociados S.Com.,Teruel,Ville,9
2168,Cine Giménez y Almagro S.A.,Segovia,Ville,12
2169,Cine Ana Belén Marco Mayol S.A.,La Coruña,Ville,11
2170,Cine Fábrica del Noroeste S.L.L.,Cuenca,Ville,7
2171,Cine Restauración Rico S.A.,Cáceres,Ville,11
2172,Cine Compañía GLF S.L.L.,Ourense,Ville,11
2173,Cine Hugo Mascaró Cases S.L.L.,Ceuta,Ville,10
2174,Cine Sainz & Asociados S.A.,Huesca,Ville,11
2175,Cine Tecnologías MJ S.A.,Badajoz,Ville,7
2176,Cine Guillén y asociados S.Com.,Asturias,Ville,9
2177,Cine Minería DLKC S.L.L.,Palencia,Ville,9
2178,Cine Tecnologías BUUY S.L.,Córdoba,Ville,9
2179,Cine Hnos Llabrés S.Coop.,Salamanca,Ville,11
2180,Cine Industrias Internacionales S.L.,Melilla,Ville,11
2181,Cine Mena & Asociados S.L.,Pontevedra,Ville,12
2182,Cine Baudelio Hervia Moliner S.L.N.E,Santa Cruz de Tenerife,Ville,9
2183,Cine Banco del Sur S.L.,Cáceres,Ville,8
2184,Cine Alimentación Rios y asociados S.L.L.,Zamora,Ville,8
2185,Cine Consultoría Anguita & Asociados S.L.N.E,Lugo,Ville,12
2186,Cine Infraestructuras Amaya y asociados S.Coop.,Alicante,Ville,10
2187,Cine Macaria Pelayo Carbonell S.Coop.,Cáceres,Ville,6
2188,Cine Despacho Gallart S.Com.,Cádiz,Ville,7
2189,Cine Supermercados Tamarit S.Coop.,Navarra,Ville,7
2190,Cine Ribera & Asociados S.L.,Cádiz,Ville,8
2191,Cine Transportes Bravo S.L.N.E,Valladolid,Ville,11
2192,Cine Herminia Quesada Planas S.Coop.,Segovia,Ville,7
2193,Cine Instalaciones WJE S.Coop.,Ciudad,Ville,12
2194,Cine Hotel Coello & Asociados S.A.D,Cádiz,Ville,11
2195,Cine Tecnologías ZUY S.A.,Soria,Ville,6
2196,Cine Cases & Asociados S.L.,Alicante,Ville,6
2197,Cine Minería Ibéricos S.C.P,Zaragoza,Ville,6
2198,Cine Canales & Asociados S.Coop.,Lleida,Ville,9
2199,Cine Coloma y Gomis S.L.L.,Cuenca,Ville,9
2200,Cine Eligio Mayo Lozano S.A.,Lugo,Ville,6
2201,Cine Comercial Rivero & Asociados S.Coop.,Las Palmas,Ville,9
2202,Cine Farmaceútica RTYB S.L.,Castellón,Ville,10
2203,Cine Tecnologías Sabater & Asociados S.A.,Guipúzcoa,Ville,8
2204,Cine Mendizábal y Diez S.L.,Segovia,Ville,11
2205,Cine Santiago y asociados S.L.L.,Madrid,Ville,11
2206,Cine Jose Manuel Díez Miranda S.Com.,Ávila,Ville,10
2207,Cine Hermanos Elías S.A.T.,Las Palmas,Ville,8
2208,Cine Tecnologías Estrada S.Coop.,Cáceres,Ville,9
2209,Cine Logística Montes S.C.P,Ávila,Ville,11
2210,Cine Desarrollo VUNI S.Coop.,Huelva,Ville,11
2211,Cine Inmobiliaria VST S.Coop.,Huesca,Ville,10
2212,Cine Finanzas IC S.Coop.,Teruel,Ville,9
2213,Cine Rovira y Alberdi S.L.,La Rioja,Ville,7
2214,Cine Ciro Rivas Hernandez S.Coop.,Málaga,Ville,10
2215,Cine Vendrell y Niño S.C.P,Cantabria,Ville,6
2216,Cine Rivera & Asociados S.A.,Asturias,Ville,7
2217,Cine Talleres del Levante S.L.,Ceuta,Ville,11
2218,Cine Hoyos y Girona S.Com.,Tarragona,Ville,6
2219,Cine Cifuentes y Agustín S.C.P,Almería,Ville,6
2220,Cine Restauración Ibéricos S.L.N.E,Valladolid,Ville,12
2221,Cine Raúl Cerro Carro S.L.N.E,Badajoz,Ville,9
2222,Cine Comercializadora KE S.L.N.E,Valencia,Ville,10
2223,Cine Grande y Noriega S.L.N.E,Cantabria,Ville,12
2224,Cine Comercializadora Pereira S.Com.,Zaragoza,Ville,11
2225,Cine Baró y asociados S.A.,Salamanca,Ville,8
2226,Cine Álvaro y Castañeda S.Coop.,Teruel,Ville,7
2227,Cine Talleres Noriega S.Coop.,Lleida,Ville,10
2228,Cine Consultoría HZ S.A.,Salamanca,Ville,12
2229,Cine Hnos Gomila S.L.,La Rioja,Ville,8
2230,Cine Florentina Perales Serrano S.L.,Alicante,Ville,11
2231,Cine Distribuciones Coronado & Asociados S.Com.,Ceuta,Ville,12
2232,Cine Desarrollo CV S.Coop.,Lleida,Ville,12
2233,Cine Hermanos Sola S.Coop.,Ceuta,Ville,12
2234,Cine Soluciones BV S.A.,Navarra,Ville,11
